"Name","Realms","Set","Types","Text","Archetype","Flavortext","Power","Costs","Rarity","CardID","Elemental","Nature","Void","Mortal","Divine","Cost_Sum","Prompt","Artwork 1","Artwork 2","Artwork 3","Artwork 4","Artwork 5","Artwork 6","Artwork 7","Artwork 8","Artwork 9","Artwork 10"
"Prowling Puma","Nature","2","Animal Hunter","Ally of Animal: Deploy the top Animal with 3 or less Power of your Deck adjacently.","Animal ","???","3","N, N, ?, ?, ?","Uncommon","","","Animal Hunter","","","","5","","","","","","","","","","",""
"Raider of the Crystal Catacombs","Nature","0","Human Hunter","Conquer: Crystallize the top three Cards of your Deck.","Ramp Aggro ","Traps? Curses? Just a regular day for him in the hunt for relics better left buried.","3","N, N, ?","Rare","","","Human Hunter","","","","3","","","","","","","","","","",""
"Raptor Pack","Nature","1","Dinosaur Hunter","Ambush: Your Opponent controls six or more Crystals.","Unearth ","Their coordinated strikes are as fearsome as they are efficient, a terror to all who tread their domain.","7","N, N, ?, ?, ?, ?, ?","Uncommon","","Dinosaur Hunter","Dinosaur Hunter","","","","7","","","","","","","","","","",""
"Roar from the Past","Nature","2","Dinosaur Spirit","Start of your Turn: A friendly Nature Crystal gains Crystalborn. Whenever you deploy a Dinosaur from your Crystal Zone, it gains +2 Power.","Dinosaur Nature Ramp ","Beneath the earth, it stirred, the first to rise; a colossus in crystal, calling its kin from age-old slumber. 'Awaken,' it roared, and the ground obeyed.","6","N, N, N, ?, ?, ?","Rare","","","Dinosaur Spirit","","","","6","","","","","","","","","","",""
"Rootseed Snapscale","Nature","2","Dragon Plant","Ally of 6+ Cost: Gain Taunt and +3 Power.","","""Der Hurensohn""","3","N, ?, ?, ?","Common","","","Dragon Plant","","","","4","","","","","","","","","","",""
"Saurian Wraith","Nature","1","Dinosaur Spirit","Deploy: Gain +3 Power if you have a Dinosaur Crystal.","Dinosaur ","Echoing from ancient times, its ghostly form strikes terror, a spectral predator from a forgotten age.","4","N, N, ?, ?, ?","Common","","Dinosaur Spirit","Dinosaur Spirit","","","","5","","","","","","","","","","",""
"Shadowpounce Panther","Nature","1","Animal Hunter","Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: You may move this.","Unearth Move","Master of the jungle's dark heart, its every step is a silent threat, a hunter cloaked in near-invisible menace.","5","N, N, ?, ?, ?","Common","","Animal Hunter","Animal Hunter","","","","5","","","","","","","","","","",""
"Shardtooth","Nature","1","Dinosaur","Ambush: A Unit was deployed this Turn. Unearth: An adjacent friendly Unit gains Ward.","Unearth ","","4","N, N, ?, ?, ?","Uncommon","","Dinosaur","Dinosaur","","","","5","","","","","","","","","","",""
"Spectra Stick Bug","Nature","2","Insect Plant","Ally of Insect: You may deploy an Insect from your Hand.","Insect ","Among the greenery, it thrives as nature's artful imitator, a spectral insect hiding in plain sight.","3","N, ?, ?, ?","Common","","","Insect Plant","","","","4","","","","","","","","","","",""
"Sunflower Sprite","Nature","1","Plant Spirit","Whenever a friendly Nature Unit is deployed adjacently, gain +2 Power.","Nature ","As the sun's warmth bathes the world, it spreads its wings of harmony, a sprite that nurtures unity among nature's children.","1","N, ?","Common","","Plant Spirit","Plant Spirit","","","","2","","","","","","","","","","",""
"Sylvan Gamekeeper","Nature","2","Hunter Plant","Ritual of Hunter: Up to three friendly Units with the lowest Powers gain +1 Power.","Hunter Unearth ","Ritual","4","N, ?, ?, ?","Common","","","Hunter Plant","","","","4","","","","","","","","","","",""
"Tainted Jade Monstrosity","Nature","2","Dinosaur Plant","Deploy: Crystallize the top two Cards of your Deck. Each Player buries three Crystals.","Ramp Control ","A creature of both life and decay, it embodies the Tainted Jade's perilous dance with nature's hidden forces.","6","N, N, N, ?, ?, ?, ?","Rare","","","Dinosaur Plant","","","","7","","","","","","","","","","",""
"Tainted Jade Mycomancer","Nature","2","Human Plant","Ally of Insect or Plant: You may bury this to deploy a friendly Insect or Plant Crystal adjacently.","Insect Plant Control ","From his vials emerge not just elixirs, but legions of insects, bred for battle's chaotic dance.","3","N, N, ?, ?","Uncommon","","","Human Plant","","","","4","","","","","","","","","","",""
"Tiger Matriarch","Nature","1","Animal Hunter","Deploy: Another friendly Nature Unit in this Lane gains +2 Power and Ward.","Nature ","Sovereign of stripes and fangs, she embodies the jungle's heart, fierce and nurturing in her dominion.","1","N, ?, ?","Common","","Animal Hunter","Animal Hunter","","","","3","","","","","","","","","","",""
"Trickster Sprite","Nature","2","Spirit Wizard","Deploy: You may return an adjacent friendly Unit to your Hand to gain +3 Power.","Copy ","Bounce","2","N, ?, ?","Common","","","Spirit Wizard","","","","3","","","","","","","","","","",""
"Venomleaf Croaker","Nature","2","Animal Plant","Deploy: Gains +1 Power for each adjacent Plant. ","Plant ","Leafy and lethal, a true monarch of the underbrush.","5","N, N, ?, ?, ?, ?","Common","","","Animal Plant","","","","6","","","","","","","","","","",""
"Venus Flytrap","Nature","1","Hunter Plant","Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Bury an adjacent enemy Unit with 4 or less Power.","Unearth Control ","What appears a mere plant masks a deadly trap, capable of snapping shut on much more than flies.","2","N, N, ?, ?","Uncommon","","Hunter Plant","Hunter Plant","","","","4","","","","","","","","","","",""
"Verdant Sakura Tree","Nature","2","Plant","Crystallize: All friendly Plants gain +1 Power.","Plant Ramp ","Atop the mountains, where life was thought to wither, it stands as a testament to nature's enduring beauty, a bloom eternal.","1","N, ?","Common","","","Plant","","","","2","","","","","","","","","","",""
"Forgotten Ancient","Nature Void","0","Dinosaur Undead","Ambush: This Turn, your Opponent conquered this Lane. Unearth: Unearth all adjacent Units.","Unearth Aggro ","Life leads to Death, and Death calls back Life.","7","N, N, V, V, ?, ?, ?","Rare","","","Dinosaur Undead","Dinosaur Undead","","","7","","","","","","","","","","",""
"Locust Swarm","Nature Void","2","Demon Insect","Deploy: You may deploy an Insect from your Hand. ","Insect ","In their buzzing, a grim prophecy fulfilled; fields and hopes alike are consumed beneath their dark cloud.","3","N, V, ?, ?","Uncommon","","","Demon Insect","Demon Insect","","","4","","","","","","","","","","",""
"Necroconut Crab","Nature Void","1","Demon Insect","Deploy: Gain +1 Power for each buried Unit and buried Crystal.","","Giant Demon Coconut Crab","0","N, N, V, ?","Uncommon","","Demon Insect","Demon Insect","Demon Insect","","","4","","","","","","","","","","",""
"Rotting Alicorn","Nature Void","1","Animal Demon","Deploy: You may copy the Ability of another Unit.","Copy ","Once pure, now tainted, it mirrors the darkest magics, twisting them with its own corruption.","1","N, V, V, ?","Rare","","Animal Demon","Animal Demon","Animal Demon","","","4","","","","","","","","","","",""
"Tainted Jade Initiate","Nature Void","1","Bannerbearer Plant Undead","","","Embracing the jungle's forbidden elixirs, he communes with spirits unseen, a disciple of mysteries dark and profound.","2","N, V","Common","","Bannerbearer Plant Undead","Bannerbearer Plant Undead","Bannerbearer Plant Undead","","","2","","","","","","","","","","",""
"Abyssal Silencer","Void","1","Demon Hunter","Deploy: Bury an adjacent enemy Unit with equal or lower Power than this.","Control ","An assassin cloaked in the stillness of the abyss, where space bends to his will.","4","V, V, ?, ?","Uncommon","","Demon Hunter","","Demon Hunter","","","4","","","","","","","","","","",""
"Blightcoven Puppeteer","Void","1","Undead Wizard","Deploy: You may unearth an adjacent friendly Unit.","Unearth ","Every pull, every twitch, an orchestrated horror; the dance of the damned begins.","2","V, ?, ?","Uncommon","","Undead Wizard","","Undead Wizard","","","3","","","","","","","","","","",""
"Bloodthrone Ambassador","Void","1","Undead","Ritual: You may play an additional Unit this Turn.","Unearth ","Ritual","2","V, ?","Common","","Undead","","Undead","","","2","","","","","","","","","","",""
"Bloodthrone Familiar","Void","2","Animal Undead","Crystallize: Unleash <?><?><?><?><?>: Unearth a friendly Undead Unit. When this gets buried, obscure 2.","Undead Unearth Ramp ","Soaring through the night, it gathers whispers and secrets, loyal only to its vampiric sovereign.","1","V","Uncommon","","","","Animal Undead","","","1","","","","","","","","","","",""
"Bloodthrone Sovereign","Void","1","Hunter Undead","Ritual: Gain +4 Power. Ritual: Gain +4 Power.","Unearth ","Her throne, a monument to eternal night; her will, an unyielding dominion over darkness.","2","V, ?, ?, ?","Uncommon","","Hunter Undead","","Hunter Undead","","","4","","","","","","","","","","",""
"Carnage Hornet","Void","2","Hunter Insect","Ambush: A Unit was deployed adjacently this Turn. Unearth: You may bury an adjacent friendly Unit to gain its Power. ","Unearth Control ","In the buzz of its wings, one hears the whispers of merciless destruction.","4","V, V, ?, ?, ?","Rare","","","","Hunter Insect","","","5","","","","","","","","","","",""
"Champion from Hell","Void","2","Demon Warrior","Deploy: Your Opponent buries all of their adjacent Units except one.","Control ","How can your meager mortal minds not grasp the concept of 'one versus one'?","4","V, V, ?, ?, ?, ?, ?","Rare","","","","Demon Warrior","","","7","","","","","","","","","","",""
"Colorgorger","Void","2","Demon","Crystallize: If you control a Demon Unit, bury an enemy Crystal.","Demon Ramp Demon Control ","It nibbles away at colors, sapping strength from the very essence of its prey.","3","V, ?, ?","Uncommon","","","","Demon","","","3","","","","","","","","","","",""
"Dark Spoon","Void","2","Construct Demon","Deploy: Your Opponent puts a Card from their Hand beneath their Deck.","","Beware the kitchenware that whispers secrets of chaos.","0","V, ?","Uncommon","","","","Construct Demon","","","2","","","","","","","","","","",""
"Dawnbreak Wendigo","Void","2","Animal Undead","Deploy: If you are trailing in Lanes, draw a card.","Control ","trail","3","V, ?, ?","Common","","","","Animal Undead","","","3","","","","","","","","","","",""
"Depthdragger","Void","2","Animal Demon","Deploy: Put any number of Cards from your Hand at the Bottom of your Deck and draw that many plus one.","","Artifact","0","V, ?","Uncommon","","","","Animal Demon","","","2","","","","","","","","","","",""
"Discarded Abomination","Void","2","Animal Undead","Deploy: Gain Fear. Crystallize: Obscure 2 for each Lane you trail by.","Ramp Control ","Obscure","4","V, ?, ?, ?, ?","Common","","","","Animal Undead","","","5","","","","","","","","","","",""
"Doomgaze Overlord","Void","2","Demon","Start of your Turn: Randomly obscure 1 or gain +2 Power.","","Obscure","1","V, V, V, ?, ?, ?","Rare","","","","Demon","","","6","","","","","","","","","","",""
"Dread Cryptlord","Void","2","Undead Warrior","Deploy: If you are trailing in Lanes, all friendly Undead Unit gain +2 Power.","Undead Control ","trail","5","V, V, ?, ?, ?","Uncommon","","","","Undead Warrior","","","5","","","","","","","","","","",""
"Emissary of Darkness","Void","1","Human Wizard","Deploy: Draw the top Demon of your Deck. Shuffle your Deck.","Demon Demon ","Beneath a starless sky, the Emissary's incantations echo, as demons heed his silent call.","3","V, ?, ?, ?","Uncommon","","Human Wizard","","Human Wizard","","","4","","","","","","","","","","",""
"Fatepeek Imp","Void","2","Demon","Deploy: Obscure once.","","Obscure","1","V","Common","","","","Demon","","","1","","","","","","","","","","",""
"Forsaken Chronicler","Void","1","Undead","When this gets buried, draw a Card.","","His quill dips in secrets as dark as blood, chronicling the silent reign of the Forsaken over the city's heart.","3","V, ?, ?","Common","","Undead","","Undead","","","3","","","","","","","","","","",""
"Forsaken Serenader","Void","1","Undead","Deploy: Glimpse twice for each adjacent Void Unit.","Void ","In the dim light, his fingers dance across ivory, each note a whisper of timeless longing.","3","V, ?, ?","Common","","Undead","","Undead","","","3","","","","","","","","","","",""
"Foul Corruptor","Void","1","Demon","Ritual: All friendly Void Units gain +1 Power.","Void Unearth ","In her gaze lies the downfall of purity; in her touch, the rot of empires.","2","V, ?","Common","","Demon","","Demon","","","2","","","","","","","","","","",""
"Ghoulflesh Devourer","Void","1","Dinosaur Undead","Whenever an enemy Unit with less Power is deployed adjacently, gain +1 Power.","","Feasting on the meek, it grows ever stronger, a monstrous amalgam of death and dragon might.","4","V, ?, ?, ?","Common","","Dinosaur Undead","","Dinosaur Undead","","","4","","","","","","","","","","",""
"Gravebound Ghoul","Void","2","Undead","When this gets buried, an adjacent friendly Unit gains Power equal to this Unit's Power.","","In the echo of a necromancer's neglect, it haunts, forever confined to its unintended crypt.","3","V, ?, ?","Common","","","","Undead","","","3","","","","","","","","","","",""
"Graverobber","Void","2","Human","Deploy: You may return a friendly Construct Unit to your Hand.","Construct Copy ","In the dead of night, where tombstones loom, he finds kin amidst the gloom.","6","V, V, ?, ?, ?, ?","Uncommon","","","","Human","","","6","","","","","","","","","","",""
"Greedspawn","Void","2","Demon","Deploy: Gain +2 Power for each Rare Unit.","","Every precious artifact, every rare jewel, amplifies its ravenous strength.","2","V, ?","Uncommon","","","","Demon","","","2","","","","","","","","","","",""
"Grim Titan","Void","2","Demon Dinosaur","Ally of Demon: Crystallize the top two Cards of your Deck and bury them.","Demon Ramp Demon Control ","Empty Crystal","5","V, V, ?, ?","Common","","","","Demon Dinosaur","","","4","","","","","","","","","","",""
"Grinning Amphora","Void","1","Construct Demon","Deploy: Draw two Cards.","","Its grin speaks of boundless greed, yet none truly know its purpose.","0","V, ?, ?","Common","","Construct Demon","","Construct Demon","","","3","","","","","","","","","","",""
"Hellblade","Void","1","Demon Warrior","","","Forged in the deepest fires, sheathed in eternal darkness.","6","V, V, ?, ?, ?","Common","","Demon Warrior","","Demon Warrior","","","5","","","","","","","","","","",""
"Hungry Shambler","Void","2","Crystalblight Undead","Deploy: Each Player buries one of their Crystals.","Control ","In its relentless shuffle, there's but one thought: feed, feed, feed.","3","V, ?","Uncommon","","","","Crystalblight Undead","","","2","","","","","","","","","","",""
"Ill-Tempered Imp","Void","1","Demon Wizard","","","Within its volatile gaze lies a mischief only the brave dare to decipher.","2","V","Common","","Demon Wizard","","Demon Wizard","","","1","","","","","","","","","","",""
"Intrusive Advisor","Void","1","Demon Human","Deploy: Draw two Cards, then put two Cards from your Hand to the bottom of the Deck. ","","A demon's counsel is a double-edged sword; one edge cuts through lies, the other through the listener.","4","V, V, ?, ?, ?","Uncommon","","Demon Human","","Demon Human","","","5","","","","","","","","","","",""
"Meekbone Soldier","Void","2","Undead Warrior","Start of Turn: If you are trailing in Lanes, gain +1 Power. ","Control ","trail","1","V, ?, ?","Common","","","","Undead Warrior","","","3","","","","","","","","","","",""
"Monarch of Shadows","Void","2","Demon Insect","Start of Turn: Gain +1 Power for each buried Unit.","","Each secret interred feeds his dark dominion; for him, every grave is a fount of power.","1","V, V, ?, ?","Uncommon","","","","Demon Insect","","","4","","","","","","","","","","",""
"Nethersilk Moth","Void","1","Demon Insect","Whenever a friendly Void Unit is deployed adjacently, gain +2 Power.","Void ","Drawn to the void's cold embrace, each nearby shadow fuels its ghostly wings.","1","V, ?","Common","","Demon Insect","","Demon Insect","","","2","","","","","","","","","","",""
"Nightmare Penguin","Void","1","Animal Demon","Deploy: Gain Fear.","","What was whispered as a tale to scare children skulks in the darkness, a terrifying truth behind the fable.","3","V, ?, ?","Common","","Animal Demon","","Animal Demon","","","3","","","","","","","","","","",""
"Nightreaper","Void","1","Demon Spirit","Deploy: Gain Fear. Bury a friendly Unit and a friendly Crystal.","Control Empty-Crystal","Cloaked in midnight, he reaps souls with a blade that slices through fate and time, an eternal arbiter of the inevitable.","10","V, V, ?, ?","Rare","","Demon Spirit","","Demon Spirit","","","4","","","","","","","","","","",""
"Obsidian Scarab","Void","1","Construct Insect","","","Born from the darkest sands, its shell holds the secrets of eternity.","3","V","Uncommon","","Construct Insect","","Construct Insect","","","1","","","","","","","","","","",""
"Omenshadow","Void","2","Demon","Crystallize: Obscure 2.","Ramp ","Once ignored, her prophecies lingered in the air like mist—unseen, unheard, unwelcome. Now, she weaves the future with her own hands, a dark tapestry to force the eyes of the world wide open.","3","V, ?, ?","Uncommon","","","","Demon","","","3","","","","","","","","","","",""
"Possessed Vermin Brood","Void","1","Animal Demon","Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Gain Taunt.","Unearth ","A swarm tainted by darkness, their numbers are as endless as their hunger.","4","V, V, ?, ?","Common","","Animal Demon","","Animal Demon","","","4","","","","","","","","","","",""
"Purple Crusader","Void","2","Crusader Warrior","Whenever an enemy Unit of a different Realm is deployed adjacently, gain +1 Power.","","With every swing of his blade, he sought to cleave the dark. But the void is patient; it seeped into his will, transforming his resolve into the very essence of what he once vanquished.","2","V, ?","Common","","","","Crusader Warrior","","","2","","","","","","","","","","",""
"Reborn Stargazer","Void","2","Animal Undead","Start of your Turn: You may bury this to glimpse 3. Unearth: Obscure 3.","Unearth Control ","Once a herald of dawn, now a specter of dusk, it yearns for the light it has lost.","2","V, ?","Common","","","","Animal Undead","","","2","","","","","","","","","","",""
"Relentless Guardian","Void","2","Construct Crystalblight Undead","When this gets buried, unearth it and bury a friendly Crystal.","Unearth Control ","""Warn...ing: Bl-blight, it creeps... I-I, still s-stand. Fight, must keep... Dark, d-deep. Not... give in.""","3","V, ?, ?, ?","Common","","","","Construct Crystalblight Undead","","","4","","","","","","","","","","",""
"Runic Arachnid","Void","2","Hunter Insect","Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Copy the 'Deploy' ability of an adjacent enemy Unit and return that Unit to its Owners Hand.","Unearth Copy ","Its webs drip with ancient curses, a trap not just for the flesh, but for the essence of magic itself.","2","V, V, ?, ?","Uncommon","","","","Hunter Insect","","","4","","","","","","","","","","",""
"Sanguine Teapot","Void","2","Construct Undead","Deploy: Your Opponent buries two Crystals.","Control ","""Item #0871: One (1) teapot, ceramic, seemingly benign but reputedly infused with malevolent energies. Note: Handle with care (and perhaps a prayer). Recommend storage: Restricted section, far from any actual tea ceremonies.""","0","V, V, ?, ?","Uncommon","","","","Construct Undead","","","4","","","","","","","","","","",""
"Shadowsting Scorpion","Void","1","Hunter Insect","Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Bounce an adjacent Unit.","Unearth Copy ","Death's whisper on eight silent legs.","4","V, V, ?, ?","Common","","Hunter Insect","","Hunter Insect","","","4","","","","","","","","","","",""
"Shiverskull","Void","1","Undead Warrior","Deploy: All friendly Void Units gain Fear.","Void ","His every step is a reminder of mortality's cruel jest; his blade, a sharp retort.","5","V, V, ?, ?, ?","Uncommon","","Undead Warrior","","","","","5","","","","","","","","","","",""
"Shroom Behemoth","Void","1","Plant Undead","","","A colossal fusion of fungus and might, looming large from the forest's hidden depths.","5","V, V, ?, ?","Common","","Plant Undead","","Plant Undead","","","4","","","","","","","","","","",""
"Shrouded Trickster","Void","2","Crystalblight Demon","Crystallize: Until end of turn, all buried Crystals become all Realms.","Ramp ","The demon, in its naïve malice, delights in the havoc of the blight, oblivious to the fact that it is but a pawn in a game played by shadows far deeper than its own dark whims.","4","V, V, ?, ?","Uncommon","","","","Crystalblight Demon","","","4","","","","","","","","","","",""
"Skull Crow","Void","1","Animal Undead","Deploy: Your Opponent buries one of their Units.","Control ","With eyes like ghostly lanterns, the guardian of the graveyards watches from above.","1","V, ?, ?","Uncommon","","Animal Undead","","Animal Undead","","","3","","","","","","","","","","",""
"Slumbering Fiend","Void","2","Undead","Unearth: Gain +6 Power.","Unearth ","They mourned him, as is the way of the living, until the grave unbound him. There he stood again among them, a presence both familiar and unsettling, marked by the passage through death's own door.","2","V, ?, ?","Common","","","","Undead","","","3","","","","","","","","","","",""
"Symbiotic Crawler","Void","1","Demon Plant","Deploy: Another friendly Void Unit in this Lane gains +1 Power and Fear.","Void ","In the shadow of its tendrils, life withers, feeding this sinister, parasitic growth.","2","V, ?","Common","","Demon Plant","","Demon Plant","","","2","","","","","","","","","","",""
"The Forsaken King","Void","1","Angel Demon","Ritual of Angel: Gain +2 Power, Taunt and Ward. Ritual of Demon: Draw 3 Cards. ","Angel Demon Unearth Demon ","In his fall, a kingdom was born, straddling the blurred lines between redemption and ruin.","6","V, V, ?, ?, ?, ?","Rare","","Angel Demon","","Angel Demon","","","6","","","","","","","","","","",""
"Thoughtfeaster","Void","2","Demon Spirit","Deploy: Gain Fear. Obscure once. Reveal the bottom Card of your Opponent's Deck and gain Power equal to its Power.","","""Day 25: Another night, another visitation. Demon plays with us, a game of cat and mouse. It's there one moment, eyes gleaming and all, and then nothing but shadows. Men are on edge, their dreams poisoned by its taunting laughter.""","0","V, V, ?, ?, ?","Uncommon","","","","Demon Spirit","","","5","","","","","","","","","","",""
"Tombstone Carver","Void","2","Human Undead","Deploy: Deploy the top Undead of your Deck buried adjacently. Shuffle your Deck.","Undead ","In each chiseled line, a story ends.","2","V, V, ?, ?","Uncommon","","","","Human Undead","","","4","","","","","","","","","","",""
"Umbral Nexus","Void","2","Plant Undead","Deploy: Gain Taunt. Ascend: Void.","Void Ascend ","To the unsuspecting eye, it's merely flora, yet its roots delve deep, siphoning malice from the earth. Its pollen whispers dark thoughts to those who wander too close.","3","V, ?, ?","Common","","","","Plant Undead","","","3","","","","","","","","","","",""
"Voidkiss Siren","Void","2","Demon Hunter","Ascend: Demon. Deploy: Your Opponent puts a Card from their Hand at the Bottom of their Deck. When this ascends, draw two Cards. ","Demon Demon Ascend ","Her summoners are granted the boon of her power, but at the cost of witnessing her unfettered vengeance upon any slight, real or imagined, leaving them in silent horror at the chaos wrought in their name.","4","V, V, ?, ?, ?","Uncommon","","","","Demon Hunter","","","5","","","","","","","","","","",""
"Voidsinger","Void","1","Undead Wizard","Deploy: Choose one: - Your opponent shuffles 2 Cards from their Hand into their Deck. - Draw two Cards.","","A serenade from the abyss, its melody fractures reality.","3","V, V, V, ?, ?, ?","Rare","","Undead Wizard","","Undead Wizard","","","6","","","","","","","","","","",""
"Voodoo Doctor","Void","2","Undead Wizard","Whenever a Common Unit is deployed adjacently, obscure once. ","","By the light of a jade flame, the ritual unfolds, a macabre spectacle of devotion. The cultists seek not salvation, but the embrace of a power so ancient, its name has been swallowed by the mists of time.","2","V, ?","Common","","","","Undead Wizard","","","2","","","","","","","","","","",""
"Whispering Tome","Void","2","Construct Demon","Deploy: Search your Deck for a Card and draw it. Shuffle your Deck.","","Decimus's folly was believing he could master the tome's ancient power without consequence. With every incantation learned, his essence was siphoned away, replaced by a darkness eager to spread beyond the confines of its pages.","0","V, V, ?, ?","Uncommon","","","","Construct Demon","","","4","","","","","","","","","","",""
"Choking Vines","","2","Crystalblight Plant","Deploy: Bury a friendly Crystal to glimpse 1.","Control Empty-Crystal","The forests whisper of a creeping doom, one that leeches the vitality from the very soil, rendering the land barren of its arcane gifts.","3","?","Common","","","","","","","1","","","","","","","","","","",""
"Clocktower Drake","","1","Construct Dragon","","","Ticking gears and whirring cogs give life to this marvel; a testament to mortal genius soaring high in the sky.","6","?, ?, ?, ?, ?, ?, ?","Common","","Construct Dragon","","","","","7","","","","","","","","","","",""
"Crusader of the Wastelands","","2","Crusader Warrior","Whenever an enemy Unit of a different Realm is deployed adjacently, gain +1 Power.","","Amidst the desolation of the wasteland, every drop of water is bloodshed, and every shelter is a battleground, contested by the land's savage inheritors.","2","?, ?, ?","Common","","","","","","","3","","","","","","","","","","",""
"Crystalbane Glutton","","2","Crystalblight Demon","Deploy: Bury three friendly Crystals to draw a Card.","Control Empty-Crystal","The Crystalblight, an arcane affliction, devours the land's magic, turning sanctuaries into silent tombs and vibrant forests into graveyards of petrified wood.","9","?, ?, ?, ?, ?, ?","Uncommon","","","","","","","6","","","","","","","","","","",""
"Crystalline Parasite","","2","Crystalblight Insect","Deploy: Bury two friendly Crystals to crystallize the top Card of your Deck.","Ramp Control Empty-Crystal","Where once there was an abundance of arcane energy, now lies a thirsting emptiness, a testament to the ravages of a silent, unseen hunger.","6","?, ?, ?, ?","Common","","","","","","","4","","","","","","","","","","",""
"Fortune's Favorite","","2","","Ascend.","Ascend ","He walks the earth lightly, for he belongs not to this world but to the ether, where ascension awaits the pure of heart.","2","?, ?, ?","Uncommon","","","","","","","3","","","","","","","","","","",""
"Mini Golem","","1","Construct","","","Carved from the smallest rocks, yet its resolve stands as tall as the mountains.","3","?, ?, ?, ?","Common","","Construct","","","","","4","","","","","","","","","","",""
"Null Ghost","","2","Crystalblight Spirit","Deploy: Gain +2 Power for each friendly empty Crystal.","","Empty Crystal","0","?, ?, ?","Uncommon","","","","","","","3","","","","","","","","","","",""
"Realmshifter","","1","","This Card has all Realms.","","To shift between worlds is to master the dance of existence.","2","?, ?","Rare","","","","","","","2","","","","","","","","","","",""
"Shapeshifter","","1","","This Card always has all Types.","","One moment a whisper, the next a roar. Who will he be today?","2","?, ?","Rare","","","","","","","2","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
