Name,Cardtype,Realms,Set,Types,Text,Flavortext,Power,Costs,Rarity,Prompt,Artwork 1,Artwork 2,Artwork 3,Artwork 4,Artwork 5,Artwork 6,Artwork 7,Artwork 8,Artwork 9,Artwork 10
Thunderswarm Celestial,Unit,Divine Elemental,1,Angel Bannerbearer,,"Whenever he flaps his wings, muted thunder rumbles, and soft arcs of electricity dance around his form.",2,"D, E",Common,"thunderswarm celestial, norse angel, broad shoulders, red beard, from the front",https://alpha.midjourney.com/jobs/496903ec-9e29-4e96-baed-fbc1c72e67a2?index=3,https://alpha.midjourney.com/jobs/496903ec-9e29-4e96-baed-fbc1c72e67a2?index=3,,,,,,,,
The Second Wing,Unit,Divine Elemental,1,Angel Dragon,Deploy: Each Player shuffles their Hand into the Deck and draws that many Cards.,"When all seems lost, it descends, a majestic force reviving spirits and rewriting destinies.",5,"D, D, E, ?, ?",Rare,"four wings, nordic dragon, antlers, gleaming white, glowing corona, ephemeral dragon, feathered wings, white scales, majestic, clinging to a spire high over a roman city, sun rising behind him",https://alpha.midjourney.com/jobs/f92d2267-2cb6-459f-b8f4-07c280426a32?index=2,https://alpha.midjourney.com/jobs/f92d2267-2cb6-459f-b8f4-07c280426a32?index=2,,,,,,,,
Ivoryscar Fatebreaker,Unit,Divine Void,2,Spirit,Deploy: Gain Ward. Choose one: - Cleanse an adjacent Unit. - Return an adjacent Unit to its Owner's Hand.,"My mission is one of compassion. I exist to end the agony of the mortally stricken, by guard or by gentle release.",6,"D, D, V, V, ?, ?",Uncommon,,,,,,,,,,,
Moon Priestess,Unit,Divine Mortal,1,Human Wizard,Deploy: Choose one: - Cleanse a Unit in this Lane. - Unearth a Unit in this Lane and give it +2 Power.,"Bathed in moonlight, her healing touch mends more than flesh; it soothes the soul.",3,"D, M, ?, ?",Uncommon,ancient greek moon priestess--no fire human humanoid,https://alpha.midjourney.com/jobs/fe304cba-fe68-4bea-a089-694d2e71a394?index=2,https://alpha.midjourney.com/jobs/fe304cba-fe68-4bea-a089-694d2e71a394?index=2,,,,,,,,
Airstep Sifu,Unit,Elemental,2,Human,Ally of Spirit: Draw a Card and gain +2 Power.,"With every step, a choice: draw from the well of knowledge or the wellspring of power.",2,"E, ?, ?",Common,,,,,,,,,,,
Moonspear Paladin,Unit,Divine Mortal,1,Bannerbearer Spirit,,"A stalwart knight with divine blessings, who draws strength and guidance from the moon.",2,"D, M",Common,"moonspear paladin, pull plate armor, blue glazed armor, full helmet, glowing mist rising from armor joints, mystic, mysterious, in snowed in ruins of an old chapel, evening, golden hour, spear, tower-shield",https://alpha.midjourney.com/jobs/4b963210-17ec-4cc9-9a83-f38a7692af0e?index=3,https://alpha.midjourney.com/jobs/4b963210-17ec-4cc9-9a83-f38a7692af0e?index=3,,,,,,,,
Arcanum Grandmaster,Unit,Elemental,2,Human Wizard,Deploy: Gains +2 Power for each other friendly Wizard Unit.,"Under his watchful eye, talent flourishes; he is the guiding force behind a century of magical mastery.",4,"E, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Auraborne Wyvern,Unit,Elemental,2,Dragon,Deploy: Unleash <E><E><E>: Gain Ward and glimpse 2.,"Turns out, the key to air superiority was just a few enchantments and one very grumpy wyvern.",3,"E, ?, ?",Common,,,,,,,,,,,
Blazecharm Kitsune,Unit,Elemental,2,Animal Spirit,Deploy: Move the top Card of your Opponent's Deck into an adjacent Slot and bury it (Deploy effects of that card are not triggered).,"With each flick of its tails, a new spark ignites, kindling mystic fires in the hearts of the brave.",2,E,Rare,,,,,,,,,,,
Glowing Gearhulk,Unit,Divine Mortal,1,Construct Warrior,"Deploy: Gain Taunt. Crystallize: If your Opponent conquered a Lane last Turn, you may deploy this.",??? Deploy from not-hand ???,4,"D, M, ?, ?, ?",Rare,"glowing gearhulk, medieval warmech, mecha, war machine, blue glazed armor, big claws, glowing mist rising from armor joints, mystic, mysterious, in snowed in ruins of an old cathedral, evening, golden hour",https://alpha.midjourney.com/jobs/4efd2e1b-a113-49a0-8b09-a71768bc7f0a?index=1,https://alpha.midjourney.com/jobs/4efd2e1b-a113-49a0-8b09-a71768bc7f0a?index=1,,,,,,,,
Boiling Blood Berserker,Unit,Elemental,2,Human Warrior,Deploy: Gain Fear. Ascend: Dragon.,"His battle cry, a dragon's fury given voice.",3,"E, ?, ?",Common,,,,,,,,,,,
Goat Oracle,Unit,Divine Nature,1,Animal Wizard,Deploy: Glimpse equal to the number of Realms of friendly Crystals.,"Oracle of many realms, seer of countless fates, yet inexplicably unsettled by the mere thought of turtles.",3,"D, N, ?, ?",Uncommon,"ancient greek goat oracle, animal, on all fours",https://alpha.midjourney.com/jobs/96dd861b-6cf4-403c-b701-35339b8bf72c?index=0,https://alpha.midjourney.com/jobs/96dd861b-6cf4-403c-b701-35339b8bf72c?index=0,,,,,,,,
Tranquil Herd Sagehorn,Unit,Divine Nature,1,Bannerbearer Dinosaur,,"From ancient lands and Crystalline veins, this wise behemoth channels the arcane.",2,"D, N",Common,"Tranquil Herd Sagehorn, old dinosaur, wise, banner bearer",https://alpha.midjourney.com/jobs/eb74e363-ce23-4333-bf1a-9e45b5410528?index=3,https://alpha.midjourney.com/jobs/ae7c802d-5bb3-4e5c-935f-0989f835981b?index=3,https://alpha.midjourney.com/jobs/d2520d33-6384-48e1-a0ac-2b40bcba9c67?index=2,,,,,,,
Sunblessed Crocodile,Unit,Divine Nature,1,Animal Dinosaur,Crystallize: Gain Crystalborn. Deploy: Gains +1 Power for each friendly Crystal.,"Though tempered by the ages, his radiant might remains unbridled; a true testament of enduring power.",0,"D, D, N, N, ?",Rare,"sunblessed crocodile, white scales, desert, ancient egyptian, golden armor, animal, on all fours, sunbasking, green palmtrees, aggressive",https://alpha.midjourney.com/jobs/85566897-5ef8-42df-8c72-36628a9dd9fc?index=1,https://alpha.midjourney.com/jobs/85566897-5ef8-42df-8c72-36628a9dd9fc?index=1,,,,,,,,
Kois of Duality,Unit,Divine Void,1,Animal Spirit,Deploy: Choose one: - Adjacent friendly Void Units gain +2 Power. - Adjacent friendly Divine Units gain +2 Power.,"Swimming through the celestial rift, it harmonizes the contrasting forces of divinity and abyss.",3,"D, V, ?",Uncommon,"kois of duality,two kois swimming in a circle, shaped like ying and yang, shadowy maelstrom in background",https://alpha.midjourney.com/jobs/e799950f-85b6-4223-b8ea-bc9ef93d3c23?index=1,https://alpha.midjourney.com/jobs/957a1f61-1c1b-4a33-82ab-c17bcc78d8f9?index=1,https://alpha.midjourney.com/jobs/957a1f61-1c1b-4a33-82ab-c17bcc78d8f9?index=0,https://alpha.midjourney.com/jobs/a05bda9e-586e-49de-8c32-0f6e47fd8831?index=2,https://alpha.midjourney.com/jobs/011a319f-3ec2-43a4-ae07-e31e88bbcfcf?index=2,https://alpha.midjourney.com/jobs/34302934-0ce2-4d12-9b6b-bcbfb2dd2748?index=0,https://alpha.midjourney.com/jobs/7515835a-18c0-492f-95bd-2b1b2539a4df?index=1,,,
Ivoryscar Eclipsion,Unit,Divine Void,1,Angel Bannerbearer,,"Where light meets shadow, purity clashes with malice, she stands, the ethereal balance of two worlds.",2,"D, V",Common,"eclipsion, duality, female, sad, otherwordly glow, black wings, pale skin, white gloves, white hair, black skirt, white corset, shadowy maelstrom in background",https://alpha.midjourney.com/jobs/219392dd-7217-4d08-88a4-07fe545e4e60?index=0,https://alpha.midjourney.com/jobs/faebf78e-524b-4699-86cf-5a06ec2912c9?index=0,https://alpha.midjourney.com/jobs/ff5ef09d-ca5a-4078-8295-e865d3f5ef86?index=1,https://alpha.midjourney.com/jobs/903c649b-d0e0-4b79-8d43-b2091e120243?index=3,https://alpha.midjourney.com/jobs/903c649b-d0e0-4b79-8d43-b2091e120243?index=0,https://alpha.midjourney.com/jobs/68687551-a06f-4550-bc88-6c49a58ac029?index=2,https://alpha.midjourney.com/jobs/ff5ef09d-ca5a-4078-8295-e865d3f5ef86?index=3,https://alpha.midjourney.com/jobs/804192d1-d6b1-471f-8286-b2c1ae535674?index=3,https://alpha.midjourney.com/jobs/c2526578-9eb7-4bfc-b6cd-0f981333543c?index=1,https://alpha.midjourney.com/jobs/12474128-0863-4da2-aff8-997b73fe9878?index=3
Fallen Angel,Unit,Divine Void,1,Angel,Deploy: Gain Ward. Ally of Void: +4 Power. Ally of Divine: +4 Power.,"Cast from heaven, embraced by the void, her power surges where light and darkness intertwine.",4,"D, D, V, V, ?, ?, ?",Rare,"Fallen Angel, female, otherwordly glow, red and black wings, pale, red glowing eyes, white hair, black armor, corrupted, bloodrust, shadowy maelstrom in background",https://alpha.midjourney.com/jobs/65856a62-0cc5-4789-aeaa-4499b714d3e5?index=0,https://alpha.midjourney.com/jobs/9062fc96-38af-4b94-bb8b-58724ee3e784?index=3,https://alpha.midjourney.com/jobs/f0b193a4-3e5e-45a0-b6e9-a1b7fcfb4f49?index=2,https://alpha.midjourney.com/jobs/2593ed6f-b67a-4e7f-a8f9-a36157ed8f86?index=1,https://alpha.midjourney.com/jobs/bce13b19-a5b7-4895-991c-a343e7295bea?index=2,https://alpha.midjourney.com/jobs/0852a4f6-c4cd-4d01-a719-8673b0ba2f74?index=1,https://alpha.midjourney.com/jobs/d19499fa-993e-4909-94ee-2b9c8761e795?index=1,https://alpha.midjourney.com/jobs/93adb4ae-5796-400d-8a5b-0445ab93be6c?index=3,https://alpha.midjourney.com/jobs/cd0a04f4-a1cb-40f4-910e-eb46d3902255?index=0,https://alpha.midjourney.com/jobs/02764ac5-6b69-4645-b186-6ada5c5faed8?index=3
Diamond Phantom,Unit,Elemental,2,Spirit Undead,Crystallize: Gain Crystalborn. Deploy: You may crystallize an adjacent friendly Unit and deploy a friendly Spirit Crystal in that Slot.,"In its ethereal form, the laws of existence bend, a testament to the enigmatic origins of the Shards of Beyond.",3,"E, E, ?",Rare,,,,,,,,,,,
Draconic Highpriest,Unit,Elemental,2,Dragon Wizard,Deploy: You may bury a friendly Dragon Unit to bury an enemy Unit with Power equal to or lower than that Dragon.,"He weaves spells of domination, his draconic thralls a fearsome testament to the power of corrupted will.",3,"E, E, ?, ?",Rare,,,,,,,,,,,
Cavern Lindwurm,Unit,Elemental,1,Dragon,Ally of 5 or more Power: Gain Taunt and +3 Power.,"Where one dragon's roar shakes the cavern, two can bring mountains to their knees.",5,"E, E, ?, ?, ?",Common,"cavern lindwurm, celtic snake dragon in a dimly lit cave, cruel, olive colored pale blind and broken scales",https://alpha.midjourney.com/jobs/4cc82fb7-ff66-4625-86b9-bd6b6019e512?index=2,https://alpha.midjourney.com/jobs/172ae98b-46c0-4825-b85b-219a47dfecc0?index=2,https://alpha.midjourney.com/jobs/ab137782-70f1-4ba3-840a-49cf4fda7bbe?index=3,https://alpha.midjourney.com/jobs/2780038d-6258-4c7a-a5e0-700cdfe423f9?index=0,https://alpha.midjourney.com/jobs/20fb2d42-8fe0-4690-82e2-b7936769540e?index=1,https://alpha.midjourney.com/jobs/bb160c1d-6202-4543-88a9-152dadcce248?index=2,https://alpha.midjourney.com/jobs/42ab612c-d4a4-4640-b0eb-a0098355068a?index=2,https://alpha.midjourney.com/jobs/42ab612c-d4a4-4640-b0eb-a0098355068a?index=1,https://alpha.midjourney.com/jobs/da9010de-44c1-42bf-8bbc-f7eb026c1882?index=2,https://alpha.midjourney.com/jobs/bdfca501-4b58-4f97-83e7-bcf89c7e7f5e?index=0
Cheerful Pixies,Unit,Elemental,1,Spirit Wizard,Deploy: Another friendly Elemental Unit in this Lane gains Taunt and +1 Power.,"With giggles and pranks, they lure foes closer, their laughter as entrancing as it is maddening.",1,E,Common,"tiny fairy, mongolian, cheerful, with butterfly wings, in the forest, sitting in a flower, very small",https://alpha.midjourney.com/jobs/5af4932e-1176-4e5d-a15a-6e1142f73928?index=2,https://alpha.midjourney.com/jobs/e6e0a2be-8317-493d-9a2a-cb227f34a270?index=0,https://alpha.midjourney.com/jobs/a530c54d-e253-4627-adf2-00999c92b877?index=1,https://alpha.midjourney.com/jobs/05e7dc87-7c7f-400d-b1d6-3bce616d0bfb?index=0,https://alpha.midjourney.com/jobs/a0c2bdad-9975-4339-8646-d109edd1ea08?index=0,https://alpha.midjourney.com/jobs/e7a204c6-76d5-4cd7-9a02-e06393503315?index=2,https://alpha.midjourney.com/jobs/36d433e2-f591-4ea5-b62a-5cb266b18ca8?index=3,https://alpha.midjourney.com/jobs/e7a204c6-76d5-4cd7-9a02-e06393503315?index=0,https://alpha.midjourney.com/jobs/05e7dc87-7c7f-400d-b1d6-3bce616d0bfb?index=2,https://alpha.midjourney.com/jobs/b96d47c1-e03b-4dad-bc97-123945866ebe?index=3
Cinderguard Scribe,Unit,Elemental,1,Human,Deploy: Choose one: - Glimpse 1. - Gain +1 Power.,"From his quill flows the ink of revolution, as fiery as the red hoods that mark their cause.",1,E,Common,"cinderguard scribe heavily tattooed mexican gang member, female, red hood, ancient bandit, thoughtfully looking at a scroll",https://alpha.midjourney.com/jobs/3583fb04-e10f-4436-a53d-ac6033c51e68?index=3,https://alpha.midjourney.com/jobs/9bfd0617-c169-4772-bad8-21583764dcf1?index=1,https://alpha.midjourney.com/jobs/bd88a85c-62e5-4ed4-9515-3411b61e2af9?index=2,https://alpha.midjourney.com/jobs/3506fd93-a468-430b-b68e-56e0adb3bfa1?index=3,https://alpha.midjourney.com/jobs/c5421a0e-601f-4a74-bd6d-431efe095978?index=2,https://alpha.midjourney.com/jobs/522c30ba-cd4c-47ac-8df5-bc6a0c728eef?index=0,https://alpha.midjourney.com/jobs/f9350fe6-d4bf-4a09-be2d-6d486b1be787?index=3,https://alpha.midjourney.com/jobs/6364f253-c9ef-441f-a5a5-5cd35f3f48b4?index=2,https://alpha.midjourney.com/jobs/6364f253-c9ef-441f-a5a5-5cd35f3f48b4?index=1,https://alpha.midjourney.com/jobs/7438c9cc-d782-4fee-9713-d3f301d7df3e?index=1
Daredevil Duo,Unit,Elemental,1,Dragon Human,Crystallize and Deploy: Another friendly Unit gains Taunt.,"Where her courage leads, dragon fire follows - a ballet of blade and blaze, unmatched.",5,"E, E, ?, ?, ?, ?",Common,"daredevil duo, a dragon and a female asian pirate swordfighter wearing a red sash",https://alpha.midjourney.com/jobs/7e117333-a3b5-48ce-84fb-ea1d5889f52c?index=3,https://alpha.midjourney.com/jobs/97f8b1ac-677e-491b-803f-a08321d0a5b3?index=0,https://alpha.midjourney.com/jobs/9b9f1932-7b85-4dc2-b89b-c5db313881fe?index=1,https://alpha.midjourney.com/jobs/97d76fab-e567-498a-9cd5-fce2669c45a7?index=1,https://alpha.midjourney.com/jobs/e476fa49-0867-4ba0-b9df-543b391f48db?index=0,https://alpha.midjourney.com/jobs/c55ff963-8780-49f5-820d-fdb412bd03ab?index=3,https://alpha.midjourney.com/jobs/ecf46218-d382-4bbc-897b-729a460f33de?index=0,https://alpha.midjourney.com/jobs/02663ec4-f725-4dc6-b3bf-a41c24089531?index=2,https://alpha.midjourney.com/jobs/960b0142-dad3-4a5e-9497-c50337bfa517?index=0,https://alpha.midjourney.com/jobs/41adfac4-fb2e-4621-a9ff-3a8e7c83e591?index=3
Echo Beetle,Unit,Elemental,0,Construct Insect,"Whenever a Unit is deployed adjacently, swap it with that Unit.","Note: Observing the beetle, I feel observed in return. Its awareness hints at unseen depths in insect cognition.",2,"E, ?",Uncommon,,,,,,,,,,,
Ember Whelp,Unit,Elemental,2,Dragon Spirit,Ascend: Dragon or Spirit. Deploy: Unleash <E><E><E>: Gain +3 Power.,"Log #21: The whelp's playmates are not of flesh and scale but of spirit and air. It frolics with entities invisible to our eyes, a curious talent.",1,"E, ?, ?",Common,,,,,,,,,,,
Floating Djinn,Unit,Elemental,2,Spirit,Start of your Turn: You may bury this to draw a Card.,"Charged with storm's fury, he dances between thunder and lightning's embrace.",2,"E, ?",Common,,,,,,,,,,,
Dewdrop Sprite,Unit,Elemental,1,Spirit,"Whenever a friendly Elemental Unit is deployed adjacently, gain +2 Power.","In each glistening drop, a glint of magic, as fleeting and pure as morning's first light.",1,"E, ?",Common,"dewdrop sprite, mongolian fairy, in the mountains, wings made of dew drops",https://alpha.midjourney.com/jobs/f82cb067-a26e-43e4-a7b7-872ad83abf92?index=1,https://alpha.midjourney.com/jobs/8fbe44e4-705c-4ee4-adbc-6e435546facc?index=3,https://alpha.midjourney.com/jobs/bce87206-d1bc-4ae5-b2a8-99df10be783b?index=3,https://alpha.midjourney.com/jobs/bce87206-d1bc-4ae5-b2a8-99df10be783b?index=2,https://alpha.midjourney.com/jobs/a9cd8a18-681f-4ef7-927f-65a2d9169d26?index=0,https://alpha.midjourney.com/jobs/9f273a40-8ff4-4686-8521-a3d630b0eaf9?index=1,https://alpha.midjourney.com/jobs/7c0c6fe5-3d11-46e9-9fb2-27a3e4ad98d5?index=3,https://alpha.midjourney.com/jobs/7c0c6fe5-3d11-46e9-9fb2-27a3e4ad98d5?index=0,https://alpha.midjourney.com/jobs/e3dc4ec9-31d3-451f-b89d-f3942b80c042?index=2,https://alpha.midjourney.com/jobs/7a2e29fb-bd98-4d30-88b2-8bfee70c4a47?index=0
Dragon Egg,Unit,Elemental,1,Dragon,Ambush: A Player conquered this Lane this Turn.,"Cracks in the egg foretell the birth of a legend, a creature born from flame and scale.",2,E,Common,"stony egg with red scaled structure, in a large nest in the mountains",https://alpha.midjourney.com/jobs/a4c0044f-a986-4aa9-87bf-000b67966a4b?index=0,https://alpha.midjourney.com/jobs/1368b59f-6a3a-4f37-b704-dc0023c5a39b?index=0,https://alpha.midjourney.com/jobs/1368b59f-6a3a-4f37-b704-dc0023c5a39b?index=3,https://alpha.midjourney.com/jobs/3e4015d3-c57e-4d12-9ddb-df5fcfb9d19d?index=0,,,,,,
Dustdance Efreet,Unit,Elemental,1,Spirit,Deploy: You may swap this with an adjacent enemy Unit.,"A sinister waltz in the dust, its dance is a trap for the unwary, a lure into the endless, shifting dunes.",3,"E, E, ?, ?",Common,"dust-elemental efreet, djinn, mongolian",https://alpha.midjourney.com/jobs/ccfe11ca-d68d-42dd-b1cd-d5aa6d3c9b8b?index=2,https://alpha.midjourney.com/jobs/ccfe11ca-d68d-42dd-b1cd-d5aa6d3c9b8b?index=0,https://alpha.midjourney.com/jobs/fdd4f64e-d836-4c8f-9358-77cc88394b13?index=1,https://alpha.midjourney.com/jobs/f309aeec-173a-46f1-b16b-f5f15141815a?index=0,https://alpha.midjourney.com/jobs/f309aeec-173a-46f1-b16b-f5f15141815a?index=2,https://alpha.midjourney.com/jobs/f14bf8bf-3033-40a6-9792-dd0d2005d4a4?index=2,https://alpha.midjourney.com/jobs/f14bf8bf-3033-40a6-9792-dd0d2005d4a4?index=0,https://alpha.midjourney.com/jobs/f14bf8bf-3033-40a6-9792-dd0d2005d4a4?index=1,https://alpha.midjourney.com/jobs/1113a14a-e98b-4368-b526-2939a08de537?index=2,https://alpha.midjourney.com/jobs/2c70cf34-6786-4493-bc7e-731c0f15efba?index=1
Hermit of the Horizon,Unit,Elemental,2,Wizard,"Crystallize: If you control a Wizard Unit, glimpse 3.","In his lofty retreat, he communes with the winds of fate, a guardian of knowledge perched at the edge of the world.",5,"E, ?, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Roughlands Scourge,Unit,Elemental,1,Dragon Spirit,Deploy: Gain Fear.,"Where its shadow falls, terror takes root, a draconic tyrant of the barren lands.",4,"E, ?, ?, ?",Common,"dragon, red body, black quills with white tips, wasteland, porcupine, cruel, fierce",https://alpha.midjourney.com/jobs/30dad8d4-0f43-43a0-b5ad-94bc8b2c85d6?index=2,https://alpha.midjourney.com/jobs/6cad6adc-2697-4145-bdf0-efa0bf788436?index=2,https://alpha.midjourney.com/jobs/6cad6adc-2697-4145-bdf0-efa0bf788436?index=0,https://alpha.midjourney.com/jobs/3583175b-766d-4e6f-b226-cb8e97cd3444?index=2,https://alpha.midjourney.com/jobs/9d3996dd-4cd9-4c61-9f0b-73b38822ab56?index=1,https://alpha.midjourney.com/jobs/26ae93ba-7660-44de-bc98-ff1f7b0710bb?index=0,https://alpha.midjourney.com/jobs/add90753-1409-4816-a77b-7200b76c544f?index=3,https://alpha.midjourney.com/jobs/dc135f3d-8b66-4450-857e-ed4b64a3e949?index=1,https://alpha.midjourney.com/jobs/f552819f-bae0-4fdc-aec9-3c948fadca96?index=0,https://alpha.midjourney.com/jobs/93fb8cdb-1f21-49e7-be26-dc8ba099f499?index=3
