Name,Realms,Set,Types,Text,Flavortext,Power,Costs,Rarity,Prompt,Artwork 1,Artwork 2,Artwork 3,Artwork 4,Artwork 5,Artwork 6,Artwork 7,Artwork 8,Artwork 9,Artwork 10
Cinderguard Saboteur,Mortal,1,Human Hunter,,Underneath the red hood lies a will that cannot be extinguished.,4,"M, ?, ?, ?",Common,"cinderguard saboteur, antiquity, heavily tattooed mexican, red hood, hiding, starting a fire in a roman house, arsonist, holding a torch",https://alpha.midjourney.com/jobs/82cf010f-86e1-4c76-bba4-1f5a5c122086?index=2,https://alpha.midjourney.com/jobs/82cf010f-86e1-4c76-bba4-1f5a5c122086?index=3,https://alpha.midjourney.com/jobs/2be582e5-299d-470b-9cbc-a89027a4991d?index=3,https://alpha.midjourney.com/jobs/a3f9b0a5-cf95-46d6-b2ad-b875e23a9b7b?index=3,https://alpha.midjourney.com/jobs/a3f9b0a5-cf95-46d6-b2ad-b875e23a9b7b?index=2,https://alpha.midjourney.com/jobs/a3f9b0a5-cf95-46d6-b2ad-b875e23a9b7b?index=1,https://alpha.midjourney.com/jobs/b446efd1-d0f0-46e6-bb05-0789f08d931d?index=1,https://alpha.midjourney.com/jobs/b446efd1-d0f0-46e6-bb05-0789f08d931d?index=3,https://alpha.midjourney.com/jobs/74ae0134-7c5f-4b5f-b25f-6d6412423dc0?index=1,
Rustblood,Mortal,1,Insect Construct,,,3,"M, ?, ?",Common,,,,,,,,,,,
Fairgrove Dryad,Nature,2,Human Plant,"Ascend: Plant. When this ascends, draw the top Plant of your Deck. Shuffle your Deck.",Ascend,2,"N, ?",Common,,,,,,,,,,,
Fairy Fountain,Nature,0,Spirit Construct,Crystallize: Gain Crystalborn. Each Player draws 2 Cards.,"A hidden glade where the water whispers ancient spells, and the air shimmers with pixie dust.",4,"N, N, ?, ?",Uncommon,,,,,,,,,,,
Harvest Sanctifier,Mortal,1,Angel Plant,,,2,"M, ?",Common,,,,,,,,,,,
Goliath Beetle,Nature,2,Insect,,"With strength unrivaled, it moves with ease, crushing canopy and forest beneath its mighty carapace.",7,"N, N, ?, ?, ?, ?, ?",Common,,,,,,,,,,,
Green Crusader,Nature,2,Crusader Warrior,"Whenever an enemy Unit of a different Realm is deployed adjacently, gain +1 Power.",Crusader,2,"N, ?",Common,,,,,,,,,,,
Grizzly Trap,Nature,2,Animal Construct,"Ambush: This Turn, your Opponent conquered this Lane. Unearth: Bury an enemy Unit with the highest Power in this Lane.","No wild monster can escape its iron jaws, be it bear or behemoth.",2,"N, N, ?, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Volatile Battlemage,Mortal,1,Warrior Wizard,Deploy: Gain Taunt. Unleash <D><E><N><V>: Gain +4 Power.,,2,"M, ?",Uncommon,,,,,,,,,,,
Ordinary Flower Pot,Mortal,1,Construct Plant,Deploy and Crystallize: You may bury this to draw the top Plant of your Deck.,,1,M,Uncommon,,,,,,,,,,,
Ancient Scholar,Mortal,1,Angel Wizard,,,3,"M, M",Common,,,,,,,,,,,
Little Lamb,Nature,2,Animal,"Ascend: Animal. Whenever a friendly Animal Unit is deployed adjacently, gain +1 Power.",Ascend,1,"N, ?",Common,,,,,,,,,,,
Weaponized Pest,Mortal,1,Insect Warrior,,Grashüpfer mit Rasierklingen,,"M, ?, ?, ?, ?, ?, ?",Common,,,,,,,,,,,
Beastcaster,Mortal,1,Human Wizard,Ally of Animal: Gain +2 Power. You may move an adjacent friendly Animal to any free Slot.,,3,"M, M, ?, ?, ?",Common,,,,,,,,,,,
Trained War Elephant,Mortal Nature,1,Animal Warrior,Deploy: Gain +1 Power for each friendly Mortal Crystal.,"A titan among soldiers, its tusks carve a path of destruction, turning enemy lines into mere memories.",3,"M, M, N, ?",Uncommon,,,,,,,,,,,
Starborne Basilisk,Mortal Nature,1,Animal Dragon,Deploy: Take an additional Turn.,"Eclipsing suns and moons in its flight, the Starborne Basilisk weaves the future and past into the tapestry of the present.",3,"M, M, N, N, ?, ?, ?",Rare,,,,,,,,,,,
Gladehost Kyudo Master,Mortal Nature,1,Bannerbearer Human Hunter,,"Within the silent woods, his arrow flies true, a dance of precision and harmony with nature's rhythm.",2,"M, N",Common,,,,,,,,,,,
Chalice Bloodbrewer,Mortal Void,1,Angel Undead,Deploy: Bury a friendly Mortal Crystal and gain its Power.,"In her ancient veins flows the command of night's children, her will bending the undead to her dark desires.",1,"M, V, V, ?",Uncommon,,,,,,,,,,,
Packhunting Crystalbeast,Nature,2,Dinosaur Hunter,Ally of Dinosaur: You may return an adjacent Unit to its Owner's Hand.,Dinosaurs,4,"N, N, ?, ?, ?",Common,,,,,,,,,,,
Pebble Gekko,Nature,0,Animal Plant,Crystallize: A friendly Unit gains Fear.,"Its stony eyes hold a timeless curse, turning the living to monuments of their last moments.",5,"N, N, ?, ?, ?",Common,,,,,,,,,,,
Platinum Ladybug,Nature,2,Insect,Deploy: Draw the top Nature Unit with 5 or more Power. Shuffle your Deck.,"In its gleaming flight, the secrets of the wild are revealed, a tiny harbinger of nature's forces.",1,"N, ?, ?",Uncommon,,,,,,,,,,,
Necromancer,Mortal Void,1,Demon Wizard,Deploy: Deploy a friendly Spirit Crystal or friendly Undead Crystal adjacently.,"In the forgotten corners of the realm, he crafts his rebellion, an army born of death and bound to his dark will.",2,"M, M, V, ?, ?",Rare,,,,,,,,,,,
Pollen Buzz,Nature,2,Insect Plant,"Deploy: For each friendly Nature Crystal, the friendly Unit with the lowest Power gains +1 Power.",The outstanding blooming beauty of the Selen flower fields are the outcome of yet another one of nature's happy accidents.,4,"N, N, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Primal Horde,Nature,2,Animal,Crystallize: Unleash <?><?><?><?>: Deploy the top Animal of your Deck. Your Opponent draws a Card.,"To this day, seekers of truth and hunters of legend traverse the ends of the earth, hoping to catch but a glimpse of the Crystal Behemoth. For it is said that to look upon it is to grasp the threads that weave the fabric of existence itself.",6,"N, N, N, ?, ?, ?",Rare,,,,,,,,,,,
Prowling Puma,Nature,2,Animal Hunter,Ally of Animal: Deploy the top Animal with 3 or less Power of your Deck adjacently.,???,3,"N, N, ?, ?, ?",Uncommon,,,,,,,,,,,
Raider of the Crystal Catacombs,Nature,0,Human Hunter,Conquer: Crystallize the top three Cards of your Deck.,Traps? Curses? Just a regular day for him in the hunt for relics better left buried.,3,"N, N, ?",Rare,,,,,,,,,,,
Forsaken Aristocrat,Mortal Void,1,Bannerbearer Human Undead,,"Once adored in grand halls, now lurking in shadowed corners, thirsting for more than just respect.",2,"M, V",Common,,,,,,,,,,,
Roar from the Past,Nature,2,Dinosaur Spirit,"Start of your Turn: A friendly Nature Crystal gains Crystalborn. Whenever you deploy a Dinosaur from your Crystal Zone, it gains +2 Power.","Beneath the earth, it stirred, the first to rise; a colossus in crystal, calling its kin from age-old slumber. 'Awaken,' it roared, and the ground obeyed.",6,"N, N, N, ?, ?, ?",Rare,,,,,,,,,,,
Rootseed Snapscale,Nature,2,Dragon Plant,Ally of 6+ Cost: Gain Taunt and +3 Power.,"""Der Hurensohn""",3,"N, ?, ?, ?",Common,,,,,,,,,,,
Alpha of the Stampede,Nature,1,Dinosaur,Deploy: Move a friendly Dinosaur Unit into an adjacent empty Slot.,Dinosaurs,3,"N, ?, ?",Common,,,,,,,,,,,
Amethyst Argosaurus,Nature,1,Construct Dinosaur,Crystallize: A friendly Dinosaur Crystal gains Crystalborn.,"Veined with amethyst shards, its massive form pulsates with raw, unbridled energy.",6,"N, N, ?, ?, ?",Uncommon,,,,,,,,,,,
Astral Unicorn,Nature,1,Animal,Deploy: Gain +1 Power for each Realm of friendly Crystals.,"Bathed in starlight, it roams the world, a mystical beacon in the vastness of the night sky.",4,"N, N, ?, ?, ?",Uncommon,,,,,,,,,,,
Spectra Stick Bug,Nature,2,Insect Plant,Ally of Insect: You may deploy an Insect from your Hand.,"Among the greenery, it thrives as nature's artful imitator, a spectral insect hiding in plain sight.",3,"N, ?, ?, ?",Common,,,,,,,,,,,
Calming Apparition,Nature,1,Animal Spirit,Crystallize: Gain Crystalborn.,"Bathed in an otherworldly glow, it guides lost souls through the cold, a beacon of peace in the hushed wilderness.",2,N,Common,,,,,,,,,,,
Sylvan Gamekeeper,Nature,2,Hunter Plant,Ritual of Hunter: Up to three friendly Units with the lowest Powers gain +1 Power.,Ritual,4,"N, ?, ?, ?",Common,,,,,,,,,,,
Tainted Jade Monstrosity,Nature,2,Dinosaur Plant,Deploy: Crystallize the top two Cards of your Deck. Each Player buries three Crystals.,"A creature of both life and decay, it embodies the Tainted Jade's perilous dance with nature's hidden forces.",6,"N, N, N, ?, ?, ?, ?",Rare,,,,,,,,,,,
Tainted Jade Mycomancer,Nature,2,Human Plant,Ally of Insect or Plant: You may bury this to deploy a friendly Insect or Plant Crystal adjacently.,"From his vials emerge not just elixirs, but legions of insects, bred for battle's chaotic dance.",3,"N, N, ?, ?",Uncommon,,,,,,,,,,,
Caring Matriarch,Nature,1,Dinosaur,Deploy: You may crystallize the top Card of your Deck.,"Beneath a caring guise, ferocity lurks; woe to those who threaten her brood in the wild depths.",2,"N, ?, ?",Uncommon,,,,,,,,,,,
Trickster Sprite,Nature,2,Spirit Wizard,Deploy: You may return an adjacent friendly Unit to your Hand to gain +3 Power.,Bounce,2,"N, ?, ?",Common,,,,,,,,,,,
Venomleaf Croaker,Nature,2,Animal Plant,Deploy: Gains +1 Power for each adjacent Plant. ,"Leafy and lethal, a true monarch of the underbrush.",5,"N, N, ?, ?, ?, ?",Common,,,,,,,,,,,
Darkwood Tracker,Nature,1,Hunter Plant,"Ambush: This Turn, an Enemy Unit was deployed in this Lane. Unearth: Draw the top Hunter of your Deck.","Where the forest's embrace tightens into a snare, her guidance is a gentle reprieve, her aim true against threats unseen.",3,"N, ?, ?",Common,,,,,,,,,,,
Verdant Sakura Tree,Nature,2,Plant,Crystallize: All friendly Plants gain +1 Power.,"Atop the mountains, where life was thought to wither, it stands as a testament to nature's enduring beauty, a bloom eternal.",1,"N, ?",Common,,,,,,,,,,,
Forgotten Ancient,Nature Void,0,Dinosaur Undead,"Ambush: This Turn, your Opponent conquered this Lane. Unearth: Unearth all adjacent Units.","Life leads to Death, and Death calls back Life.",7,"N, N, V, V, ?, ?, ?",Rare,,,,,,,,,,,
Locust Swarm,Nature Void,2,Demon Insect,Deploy: You may deploy an Insect from your Hand. ,"In their buzzing, a grim prophecy fulfilled; fields and hopes alike are consumed beneath their dark cloud.",3,"N, V, ?, ?",Uncommon,,,,,,,,,,,
Emerald Fang Cobra,Nature,1,Animal Hunter,Ambush: An enemy Crystal was crystallized this Turn.,"Its venomous fangs gleam like emeralds in the shadows, a silent harbinger of nature's treacherous beauty.",3,"N, ?, ?",Common,,,,,,,,,,,
Entwining Creeper,Nature,1,Insect Plant,Ritual of Plant: Gain +4 Power. Ritual of Insect: Draw a Card.,,4,"N, ?, ?, ?",Uncommon,,,,,,,,,,,
Jeweled Triceratops,Nature,1,Construct Dinosaur,Deploy: Unleash <N><N><N>: Glimpse 1 and crystallize the top Card of your Deck. ,"Imbued with crystalline power, its every charge shimmers with the energy of the shattered cosmos.",5,"N, N, ?, ?, ?",Common,,,,,,,,,,,
Jolly Tamarin,Nature,0,Animal,"Ambush: This Turn, you glimpsed. Unearth: Draw a Card.","Among the treetops, its laughter echoes, a sprightly trickster with treasures hidden in the green vaults above.",2,"N, ?",Common,,,,,,,,,,,
Leech Dragonfly,Nature,1,Insect,Deploy: Move all Tokens from an adjacent Unit to a friendly Insect Unit.,"In its swift flight lies a deadly purpose, a tiny terror with the power to fell giants.",3,"N, N, ?, ?",Uncommon,,,,,,,,,,,
Nurseplant,Nature,1,Plant,Ally of Plant: Draw a Card.,"In the heart of the forest's embrace, it stands as a healer and guardian.",3,"N, N, ?",Common,,,,,,,,,,,
Bloodthrone Familiar,Void,2,Animal Undead,"Crystallize: Unleash <?><?><?><?><?>: Unearth a friendly Undead Unit. When this gets buried, obscure 2.","Soaring through the night, it gathers whispers and secrets, loyal only to its vampiric sovereign.",1,V,Uncommon,,,,,,,,,,,
Nurturing Rootsaurus,Nature,1,Dinosaur Plant,Deploy: Unleash <N><N><N>: +4 Power.,"Among the ancient ferns, it reigns as a guardian of growth.",2,"N, ?",Common,,,,,,,,,,,
Carnage Hornet,Void,2,Hunter Insect,Ambush: A Unit was deployed adjacently this Turn. Unearth: You may bury an adjacent friendly Unit to gain its Power. ,"In the buzz of its wings, one hears the whispers of merciless destruction.",4,"V, V, ?, ?, ?",Rare,,,,,,,,,,,
Champion from Hell,Void,2,Demon Warrior,Deploy: Your Opponent buries all of their adjacent Units except one.,How can your meager mortal minds not grasp the concept of 'one versus one'?,4,"V, V, ?, ?, ?, ?, ?",Rare,,,,,,,,,,,
Colorgorger,Void,2,Demon,"Crystallize: If you control a Demon Unit, bury an enemy Crystal.","It nibbles away at colors, sapping strength from the very essence of its prey.",3,"V, ?, ?",Uncommon,,,,,,,,,,,
Dark Spoon,Void,2,Construct Demon,Deploy: Your Opponent puts a Card from their Hand beneath their Deck.,Beware the kitchenware that whispers secrets of chaos.,0,"V, ?",Uncommon,,,,,,,,,,,
Dawnbreak Wendigo,Void,2,Animal Undead,"Deploy: If you are trailing in Lanes, draw a card.",trail,3,"V, ?, ?",Common,,,,,,,,,,,
Depthdragger,Void,2,Animal Demon,Deploy: Put any number of Cards from your Hand at the Bottom of your Deck and draw that many plus one.,Artifact,0,"V, ?",Uncommon,,,,,,,,,,,
Discarded Abomination,Void,2,Animal Undead,Deploy: Gain Fear. Crystallize: Obscure 2 for each Lane you trail by.,Obscure,4,"V, ?, ?, ?, ?",Common,,,,,,,,,,,
Doomgaze Overlord,Void,2,Demon,Start of your Turn: Randomly obscure 1 or gain +2 Power.,Obscure,1,"V, V, V, ?, ?, ?",Rare,,,,,,,,,,,
Dread Cryptlord,Void,2,Undead Warrior,"Deploy: If you are trailing in Lanes, all friendly Undead Unit gain +2 Power.",trail,5,"V, V, ?, ?, ?",Uncommon,,,,,,,,,,,
Nutrient Nexus,Nature,1,Plant,Deploy: Adjacent friendly Plant Units gain +2 Power.,"Roots deep in ancient soil, it weaves life into every leaf and vine, a pulse of growth in the wilderness.",2,"N, ?",Common,,,,,,,,,,,
Fatepeek Imp,Void,2,Demon,Deploy: Obscure once.,Obscure,1,V,Common,,,,,,,,,,,
One Eyed Dread,Nature,1,Dinosaur Demon,Crystallize: Gain Crystalborn. Deploy: Gain Fear.,The jungle quivers under its cyclopean stare.,5,"N, N, N, ?, ?",Uncommon,,,,,,,,,,,
Plunderpillar,Nature,0,Insect,Deploy: Move a Token from an adjacent Unit to a friendly Insect.,"As it devours the ambient energy, the enigma of its final form keeps all who witness it guessing, a tiny creature with boundless potential.",2,"N, ?",Common,,,,,,,,,,,
Raptor Pack,Nature,1,Dinosaur Hunter,"Ambush: This Turn, your Opponent crystallized and controls six or more Crystals.","Their coordinated strikes are as fearsome as they are efficient, a terror to all who tread their domain.",7,"N, N, N, ?, ?, ?",Uncommon,,,,,,,,,,,
Saurian Wraith,Nature,1,Dinosaur Spirit,Deploy: Gain +3 Power if you have a Dinosaur Crystal.,"Echoing from ancient times, its ghostly form strikes terror, a spectral predator from a forgotten age.",4,"N, N, ?, ?, ?",Common,,,,,,,,,,,
Gravebound Ghoul,Void,2,Undead,"When this gets buried, an adjacent friendly Unit gains Power equal to this Unit's Power.","In the echo of a necromancer's neglect, it haunts, forever confined to its unintended crypt.",3,"V, ?, ?",Common,,,,,,,,,,,
Graverobber,Void,2,Human,Deploy: You may return a friendly Construct Unit to your Hand.,"In the dead of night, where tombstones loom, he finds kin amidst the gloom.",6,"V, V, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Greedspawn,Void,2,Demon,Deploy: Gain +2 Power for each Rare Unit.,"Every precious artifact, every rare jewel, amplifies its ravenous strength.",2,"V, ?",Uncommon,,,,,,,,,,,
Grim Titan,Void,2,Demon Dinosaur,Ally of Demon: Crystallize the top two Cards of your Deck and bury them.,Empty Crystal,5,"V, V, ?, ?",Common,,,,,,,,,,,
Shadowpounce Panther,Nature,1,Animal Hunter,Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: You may move this.,"Master of the jungle's dark heart, its every step is a silent threat, a hunter cloaked in near-invisible menace.",5,"N, N, ?, ?, ?",Common,,,,,,,,,,,
Shardtooth,Nature,1,Dinosaur,Ambush: A Unit was deployed this Turn. Unearth: An adjacent friendly Unit gains Ward.,,4,"N, N, ?, ?, ?",Uncommon,,,,,,,,,,,
Hungry Shambler,Void,2,Crystalblight Undead,Deploy: Each Player buries one of their Crystals.,"In its relentless shuffle, there's but one thought: feed, feed, feed.",3,"V, ?",Uncommon,,,,,,,,,,,
Sunflower Sprite,Nature,1,Plant Spirit,"Whenever a friendly Nature Unit is deployed adjacently, gain +2 Power.","As the sun's warmth bathes the world, it spreads its wings of harmony, a sprite that nurtures unity among nature's children.",1,"N, ?",Common,,,,,,,,,,,
Tiger Matriarch,Nature,1,Animal Hunter,Deploy: Another friendly Nature Unit in this Lane gains +2 Power and Ward.,"Sovereign of stripes and fangs, she embodies the jungle's heart, fierce and nurturing in her dominion.",1,"N, ?, ?",Common,,,,,,,,,,,
Meekbone Soldier,Void,2,Undead Warrior,"Start of Turn: If you are trailing in Lanes, gain +1 Power. ",trail,1,"V, ?, ?",Common,,,,,,,,,,,
Monarch of Shadows,Void,2,Demon Insect,Start of Turn: Gain +1 Power for each buried Unit.,"Each secret interred feeds his dark dominion; for him, every grave is a fount of power.",1,"V, V, ?, ?",Uncommon,,,,,,,,,,,
Venus Flytrap,Nature,1,Hunter Plant,Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Bury an adjacent enemy Unit with 4 or less Power.,"What appears a mere plant masks a deadly trap, capable of snapping shut on much more than flies.",2,"N, N, ?, ?",Uncommon,,,,,,,,,,,
Arcane Gorgosaur,Nature,1,Dinosaur Wizard,Deploy and Crystallize: Unleash <N><N><N><N>: Deploy the top Card of your Deck.,"A behemoth of prehistoric mysticism, it commands the elements, sculpting the world as it has for eons.",4,"N, N",Rare,,,,,,,,,,,
Bloodclaw,Nature,1,Demon Dinosaur,Deploy: Each Player crystallizes the top Card of their Deck.,"In its monstrous stride, the ground trembles, heralding a primal horror from the depths of damnation.",6,"N, N, ?, ?",Rare,,,,,,,,,,,
Duke of the Grove,Nature,1,Angel Plant,Deploy: Deploy a friendly Plant Crystal adjacently.,"In his verdant realm, he summons life with a mere thought, master of the green and growing.",4,"N, N, N, ?, ?",Rare,,,,,,,,,,,
Omenshadow,Void,2,Demon,Crystallize: Obscure 2.,"Once ignored, her prophecies lingered in the air like mist—unseen, unheard, unwelcome. Now, she weaves the future with her own hands, a dark tapestry to force the eyes of the world wide open.",3,"V, ?, ?",Uncommon,,,,,,,,,,,
Mantis Queen,Nature,1,Hunter Insect,Deploy: Unearth a friendly Unit with Ambush. Draw a Card for each other friendly Hunter Unit.,"The air thrums with the wings of her swarm. The Mantis Queen, a silent empress, orchestrates the chaos into a symphony. I am, against my better judgment, in awe.",5,"N, N, ?, ?, ?",Rare,,,,,,,,,,,
Purple Crusader,Void,2,Crusader Warrior,"Whenever an enemy Unit of a different Realm is deployed adjacently, gain +1 Power.","With every swing of his blade, he sought to cleave the dark. But the void is patient; it seeped into his will, transforming his resolve into the very essence of what he once vanquished.",2,"V, ?",Common,,,,,,,,,,,
Reborn Stargazer,Void,2,Animal Undead,Start of your Turn: You may bury this to glimpse 3. Unearth: Obscure 3.,"Once a herald of dawn, now a specter of dusk, it yearns for the light it has lost.",2,"V, ?",Common,,,,,,,,,,,
Relentless Guardian,Void,2,Construct Crystalblight Undead,"When this gets buried, unearth it and bury a friendly Crystal.","""Warn...ing: Bl-blight, it creeps... I-I, still s-stand. Fight, must keep... Dark, d-deep. Not... give in.""",3,"V, ?, ?, ?",Common,,,,,,,,,,,
Runic Arachnid,Void,2,Hunter Insect,Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Copy the 'Deploy' ability of an adjacent enemy Unit and return that Unit to its Owners Hand.,"Its webs drip with ancient curses, a trap not just for the flesh, but for the essence of magic itself.",2,"V, V, ?, ?",Uncommon,,,,,,,,,,,
Sanguine Teapot,Void,2,Construct Undead,Deploy: Your Opponent buries two Crystals.,"""Item #0871: One (1) teapot, ceramic, seemingly benign but reputedly infused with malevolent energies. Note: Handle with care (and perhaps a prayer). Recommend storage: Restricted section, far from any actual tea ceremonies.""",0,"V, V, ?, ?",Uncommon,,,,,,,,,,,
Sun Crystal Saurus,Nature,1,Dinosaur,"Crystallize: Crystallize a friendly Unit, then deploy a Crystal with lower Costs than that Unit.",,6,"N, N, N, ?",Rare,,,,,,,,,,,
Sandsilk Fox,Nature,1,Animal Hunter,,,1,N,Common,"sandsilk fox, desert fox, sandstorm, spirit elemental magical being, animal",https://alpha.midjourney.com/jobs/d32d623f-8304-4652-a723-5e08c4834598?index=1,https://alpha.midjourney.com/jobs/d32d623f-8304-4652-a723-5e08c4834598?index=0,,,,,,,,
Living Thicket,Nature,1,Plant Spirit,,"Amidst the emerald canopy, the heart of the forest is beating.",4,"N, N, ?",Common,,,,,,,,,,,
Shrouded Trickster,Void,2,Crystalblight Demon,"Crystallize: Until end of turn, all buried Crystals become all Realms.","The demon, in its naïve malice, delights in the havoc of the blight, oblivious to the fact that it is but a pawn in a game played by shadows far deeper than its own dark whims.",4,"V, V, ?, ?",Uncommon,,,,,,,,,,,
Advocate of the Grove,Nature,1,Human Plant,,,5,"N, ?, ?, ?, ?",Common,,,,,,,,,,,
Slumbering Fiend,Void,2,Undead,Unearth: Gain +6 Power.,"They mourned him, as is the way of the living, until the grave unbound him. There he stood again among them, a presence both familiar and unsettling, marked by the passage through death's own door.",2,"V, ?, ?",Common,,,,,,,,,,,
Invigorating Lotus Bloom,Nature,1,Plant,Ally of Dinosaur or Animal: Bury this to give all friendly Dinosaurs and Animals its Power.,A rare flower that only shows its true beauty within a single night.,1,N,Rare,,,,,,,,,,,
Photosynthaurus,Nature,1,Dinosaur Plant,Ally of Dinosaur: A friendly Dinosaur gains Fear. Ally of Plant: A friendly Plant gains Taunt.,,6,"N, N, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Southern Reach Bulwark,Nature,1,Construct Warrior,"Deploy: Crystallize the top Card of your Deck. Gain +4 Power if it is a Animal or Dinosaur. If it is not, draw 2 Cards.",,4,"N, N, N, ?, ?",Rare,,,,,,,,,,,
Thoughtfeaster,Void,2,Demon Spirit,Deploy: Gain Fear. Obscure once. Reveal the bottom Card of your Opponent's Deck and gain Power equal to its Power.,"""Day 25: Another night, another visitation. Demon plays with us, a game of cat and mouse. It's there one moment, eyes gleaming and all, and then nothing but shadows. Men are on edge, their dreams poisoned by its taunting laughter.""",0,"V, V, ?, ?, ?",Uncommon,,,,,,,,,,,
Tombstone Carver,Void,2,Human Undead,Deploy: Deploy the top Undead of your Deck buried adjacently. Shuffle your Deck.,"In each chiseled line, a story ends.",2,"V, V, ?, ?",Uncommon,,,,,,,,,,,
Umbral Nexus,Void,2,Plant Undead,Deploy: Gain Taunt. Ascend: Void.,"To the unsuspecting eye, it's merely flora, yet its roots delve deep, siphoning malice from the earth. Its pollen whispers dark thoughts to those who wander too close.",3,"V, ?, ?",Common,,,,,,,,,,,
Voidkiss Siren,Void,2,Demon Hunter,"Ascend: Demon. Deploy: Your Opponent puts a Card from their Hand at the Bottom of their Deck. When this ascends, draw two Cards. ","Her summoners are granted the boon of her power, but at the cost of witnessing her unfettered vengeance upon any slight, real or imagined, leaving them in silent horror at the chaos wrought in their name.",4,"V, V, ?, ?, ?",Uncommon,,,,,,,,,,,
Rootstrosity,Nature,1,Plant Warrior,Deploy: Gain Fear. Gain +3 Power for each adjacent enemy Unit or friendly Plant.,,0,"N, N, ?, ?, ?, ?",Rare,,,,,,,,,,,
Voodoo Doctor,Void,2,Undead Wizard,"Whenever a Common Unit is deployed adjacently, obscure once. ","By the light of a jade flame, the ritual unfolds, a macabre spectacle of devotion. The cultists seek not salvation, but the embrace of a power so ancient, its name has been swallowed by the mists of time.",2,"V, ?",Common,,,,,,,,,,,
Whispering Tome,Void,2,Construct Demon,Deploy: Search your Deck for a Card and draw it. Shuffle your Deck.,"Decimus's folly was believing he could master the tome's ancient power without consequence. With every incantation learned, his essence was siphoned away, replaced by a darkness eager to spread beyond the confines of its pages.",0,"V, V, ?, ?",Uncommon,,,,,,,,,,,
Choking Vines,,2,Crystalblight Plant,Deploy: Bury a friendly Crystal to glimpse 1.,"The forests whisper of a creeping doom, one that leeches the vitality from the very soil, rendering the land barren of its arcane gifts.",3,?,Common,,,,,,,,,,,
Heathborn Protector,Nature,1,Angel Warrior,,,6,"N, ?, ?, ?, ?, ?",Common,,,,,,,,,,,
Crusader of the Wastelands,,2,Crusader Warrior,"Whenever an enemy Unit of a different Realm is deployed adjacently, gain +1 Power.","Amidst the desolation of the wasteland, every drop of water is bloodshed, and every shelter is a battleground, contested by the land's savage inheritors.",2,"?, ?, ?",Common,,,,,,,,,,,
Crystalbane Glutton,,2,Crystalblight Demon,Deploy: Bury three friendly Crystals to draw a Card.,"The Crystalblight, an arcane affliction, devours the land's magic, turning sanctuaries into silent tombs and vibrant forests into graveyards of petrified wood.",9,"?, ?, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Crystalline Parasite,,2,Crystalblight Insect,Deploy: Bury two friendly Crystals to crystallize the top Card of your Deck.,"Where once there was an abundance of arcane energy, now lies a thirsting emptiness, a testament to the ravages of a silent, unseen hunger.",6,"?, ?, ?, ?",Common,,,,,,,,,,,
Fortune's Favorite,,2,,Ascend.,"He walks the earth lightly, for he belongs not to this world but to the ether, where ascension awaits the pure of heart.",2,"?, ?, ?",Uncommon,,,,,,,,,,,
Gigantic Terrormaw,Nature,1,Dinosaur,,"From the depths of the mangroves, devastation awoke.",8,"N, N, N, ?, ?, ?",Common,,,,,,,,,,,
Null Ghost,,2,Crystalblight Spirit,Deploy: Gain +2 Power for each friendly empty Crystal.,Empty Crystal,0,"?, ?, ?",Uncommon,,,,,,,,,,,
Bear Cub,Nature,1,Animal Warrior,,,2,"N, ?",Common,,,,,,,,,,,
Necroconut Crab,Nature Void,1,Demon Insect,"Deploy: Gain +1 Power for each buried Unit, then gain an additional +1 Power for each Unit with Ambush.",Giant Demon Coconut Crab,0,"N, N, V, ?",Uncommon,,,,,,,,,,,
Rotting Alicorn,Nature Void,1,Animal Demon,Deploy: You may copy the Ability of another Unit.,"Once pure, now tainted, it mirrors the darkest magics, twisting them with its own corruption.",1,"N, V, V, ?",Rare,,,,,,,,,,,
Tainted Jade Initiate,Nature Void,1,Bannerbearer Plant Undead,,"Embracing the jungle's forbidden elixirs, he communes with spirits unseen, a disciple of mysteries dark and profound.",2,"N, V",Common,,,,,,,,,,,
Cryptroach,Void,1,Insect Undead,Ambush: Your Opponent conquers this Lane. Unearth: Swap the positions of this and another Unit.,Its tunnels were once used by ancient kings and pharaohs to guard their eternal rest.,2,"V, V, ?",Uncommon,"crypt roach, insect, animal, climbing up wall, pest, skittering, ancient egyptian, undead, lapislazuli plated",https://alpha.midjourney.com/jobs/b6b028b1-6920-4dde-9694-73d589c7969e?index=1,,,,,,,,,
Abyssal Silencer,Void,1,Demon Hunter,Deploy: Bury an adjacent enemy Unit with equal or lower Power than this.,"An assassin cloaked in the stillness of the abyss, where space bends to his will.",4,"V, V, ?, ?",Uncommon,,,,,,,,,,,
Blightcoven Puppeteer,Void,1,Undead Wizard,Deploy: You may unearth an adjacent friendly Unit.,"Every pull, every twitch, an orchestrated horror; the dance of the damned begins.",2,"V, ?, ?",Uncommon,,,,,,,,,,,
